"","ticker","sigma_term_m","sigma_term_bs","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","AdRI10_m","AdRI30_m","AdRI60_m","AdRI91_m","AdRI122_m","AdRI152_m","AdRI182_m","AdRI273_m","AdRI365_m","AdRI547_m","AdRI730_m","AdRI10_bs","AdRI30_bs","AdRI60_bs","AdRI91_bs","AdRI122_bs","AdRI152_bs","AdRI182_bs","AdRI273_bs","AdRI365_bs","AdRI547_bs","AdRI730_bs"
"320","MNST",0.000125593750535715,0.00766804009208334,0.00120092205943453,0.00335157867723215,0.00714539308,0.00446548501966666,0.00663382253868253,0.00765674967816667,0.00750221616877778,0.00858313007499998,0.00588930852206348,0.0101049673821429,0.0147897232196428,-0.000107532830889881,-0.000107532830889881,-0.000116996655491071,-4.76911128475929e-05,-5.33461376077608e-05,-4.95470784712563e-05,-4.05308924079235e-05,-3.09799865364991e-05,-1.57909993740487e-05,-1.82438274800863e-05,-2.00878485878179e-05,0.000646711803264881,0.000143882047161706,8.71078353472223e-06,3.51929128836997e-05,8.47719306066237e-06,7.42790389254248e-08,9.11120457722816e-07,-3.35197795940163e-06,4.8732371781366e-06,-4.45507731272315e-06,-9.75573031172525e-06,7.20596077125249e-05,7.20596077125249e-05,6.21810880452959e-05,7.76093267401373e-05,3.40753338979668e-05,2.68783431485256e-05,1.59747757842412e-05,2.92214116349267e-06,2.27032846744838e-05,7.78565396566552e-06,8.60270619356691e-06,0.00013260044551357,3.83958997049336e-06,2.80710791742801e-05,5.5119211001006e-05,1.72999196991066e-05,1.34138659625983e-05,6.5291665655405e-06,9.31084047549874e-06,1.78062543737035e-05,4.32671341762596e-06,1.12260935711546e-05
"321","MO",0.0012405540360119,0.000573608448869048,0.00160561339088294,0.002335732100625,0.00458996816571428,0.00869596779566667,0.0152575033950476,0.0186195724348572,0.0170994927985556,0.0164479631834375,0.00979541430075891,0.0115614070018006,-0.00113275963238091,-3.65059354871033e-05,-3.65059354871032e-05,-5.58235688283729e-05,-8.192762373247e-05,-0.00011489302753308,-0.000114335647360824,-8.71370261678223e-05,-5.57047954118154e-05,-2.3437973328074e-05,-1.88681041422096e-05,3.25111461423673e-06,-0.000103200494201389,-5.87374550585318e-05,-6.69393286140872e-05,-8.92566961186552e-05,-0.000120359794640808,-0.000118723447276238,-9.08015623609149e-05,-5.81478195405438e-05,-2.5265221512027e-05,-2.00873830949388e-05,2.33749052226021e-06,0.000143086503115303,0.000143086503115303,0.000123354174707994,4.33728158552601e-05,2.7471556027352e-05,3.79102257410421e-05,3.06313579756577e-05,2.76469500388089e-05,1.50563107204585e-05,7.1613773035422e-06,1.47362570084877e-05,0.00088251274297984,0.000198779912249745,4.75790329745293e-05,6.93303980013489e-05,0.000111537068002364,0.000105383860352565,8.51835162530973e-05,6.41066820566409e-05,1.23322043164601e-05,1.13055923645897e-05,8.67127262830885e-07
"322","MOMO",-0.000542564572619043,0.0208067751666667,0.00367568808253969,0.0121121933928571,0.0150640605952976,0.0119164199439999,0.0166481862894504,0.0206615805657222,0.0247125488142361,0.0145821501540001,0.00161804736525801,0.0104561939359274,0.0280865807095243,-0.000421825265515873,-0.000421825265515873,-0.000260110419465278,-0.000136911917765044,-0.000140907793951389,-0.000139500954857508,-0.000138764359268435,-5.54018854454914e-05,-5.91948476130701e-06,-2.01074195768674e-05,-3.92180072358129e-05,0.0017131087084127,0.000289819392460318,9.57119095228176e-05,9.76962112380961e-05,3.40867940755436e-05,9.55227637792834e-07,-2.14602947668647e-05,2.28008242222219e-05,5.25718569901607e-05,1.89224519757573e-05,-9.97233636007897e-06,0.000242232826913467,0.000242232826913467,8.09326759289106e-05,1.16114781773137e-05,5.34863224456611e-05,6.30755332377261e-05,8.225869107627e-05,2.7344040072485e-05,3.25747992872255e-05,5.92206186888435e-06,2.77328648415619e-05,0.000933796459634249,0.000149776935269105,0.000115072205162375,0.000117622509355402,4.29095207139878e-05,1.42948145614657e-05,1.5842248659047e-05,1.68419617061248e-05,6.55048741857277e-05,2.77042427061064e-05,1.14426996195083e-05
"323","MOS",0.000647531235952372,0.00486845992791664,0.00411514043587301,0.0110503588357143,0.0183210610816072,0.0222925870194444,0.0259217559709821,0.0292961649460714,0.0286494250797083,0.0337399085367501,0.00354287447853153,0.0275434474144555,0.0660282039907939,-0.000346760919992064,-0.000346760919992064,-0.000294558830760914,-0.00023785775586255,-0.000207165776516637,-0.000188477853356046,-0.000153856559581077,-0.000121217499270321,-7.9324472399429e-06,-4.91698650429672e-05,-8.95625654175911e-05,7.53319492043625e-05,-0.000206063296926588,-0.000224210019228176,-0.000191473924082723,-0.000172568000352996,-0.000160708585645755,-0.000130664643691163,-0.000105756222010379,3.63174095721947e-06,-4.14533592075664e-05,-8.37804713190099e-05,0.000167168481389658,0.000167168481389658,0.000115381087224546,0.00011255731627482,0.00011974430501091,0.000112052431736264,9.73508913889119e-05,9.31596538973147e-05,3.05618368085896e-05,2.31403835972155e-05,7.80774230233402e-05,0.000703980299574088,0.000346105754117801,0.000204849723588618,0.000171547625965417,0.000163745273714551,0.000147368998722082,0.000125046597583345,0.000111715084526476,1.65647581527864e-05,3.26715684772173e-05,8.52508345784393e-05
"324","MPC",0.00137243010022323,0.00416189109857141,0.00323722097514881,0.00696680272499998,0.0108104753085714,0.0118855566765,0.00184816474278777,0.000531108517587255,0.000647710992499978,0.0155326534683126,0.0251981823628126,0.0223174708754405,0.015246602290625,-0.000186479087492559,-0.000186479087492559,-0.00015730075347247,-0.000115528863475569,-3.89946428331595e-06,5.53501041207875e-06,3.9819731193585e-06,-5.18689500662613e-05,-6.52760335961352e-05,-3.82907509601778e-05,-1.90057153293174e-05,9.246701234226e-05,-9.34970542142857e-05,-0.000110809736833333,-8.48754459113031e-05,1.89649701293741e-05,2.38867275064747e-05,1.93086819014914e-05,-4.1651144211506e-05,-5.76336746965511e-05,-3.31911878918996e-05,-1.51845358795254e-05,6.88664889015263e-06,6.8866488901526e-06,2.18769900638975e-05,9.77157611216126e-06,8.35220072224116e-05,8.19604320318607e-05,6.04876413115231e-05,2.38111046932548e-05,2.67817495476027e-05,1.2261269514426e-05,7.52057293506647e-06,0.000686845236436191,0.000233539511405499,9.14494411937755e-05,6.49491477939968e-05,2.77876967678183e-05,3.72263144301476e-05,2.49267280093091e-05,4.76100067276031e-05,4.47006575009842e-05,2.44093971615505e-05,1.66548991389547e-05
"325","MRK",0.000760182153348216,0.00132712778714285,0.00155316396794643,0.00313912759714285,0.00434976582148809,0.00515701518727778,0.00446482727220833,0.00470200501878572,0.00468549783722223,0.00449459080199999,0.00592535288908734,0.00864564129015374,0.0111955381295933,-7.92981814598213e-05,-7.92981814598212e-05,-5.9826394468998e-05,-4.83168465266985e-05,-3.0365943597214e-05,-2.5933045167352e-05,-2.15676685927144e-05,-1.3679152559164e-05,-1.41511527006551e-05,-1.441583023182e-05,-1.42950081866371e-05,-2.26036180803576e-05,-6.03999936666667e-05,-5.03773005724207e-05,-4.20866747267574e-05,-2.57188482382416e-05,-2.2203139681861e-05,-1.84525826927438e-05,-1.16024286258503e-05,-1.25978769916287e-05,-1.33793665502941e-05,-1.35183703321239e-05,0.000100294257142585,0.000100294257142585,0.000119351349067369,7.69835930610316e-05,5.70555279085135e-05,5.04923764524299e-05,3.49379995994503e-05,1.43786928138425e-05,2.43431313478774e-05,1.16136512139318e-05,2.80986579238613e-06,0.000801915866858808,0.00020044245085788,3.10170049328628e-05,2.21603766094511e-05,1.68961215997974e-05,8.86355275818807e-06,1.28345365849261e-05,1.75612911419474e-05,3.35140203938212e-07,4.59757581994502e-06,1.49887335915532e-05
"326","MRNA",-0.000606672410312507,-0.04764089178125,0.00198890366931547,0.00718005582857142,0.00733371710857139,0.01144729614925,0.00718771668789888,0.00451665541942859,0.00324283839551392,0.00718185003141658,0.00671968434910705,0.00476698152940187,0.0024540515219937,-0.000259557607962798,-0.000259557607962798,-0.000132339825314732,-0.000132461192962225,-6.38884352312408e-05,-3.37061041430335e-05,-2.11511582737716e-05,-2.85293862334399e-05,-2.00722102997796e-05,-9.82386460642481e-06,-4.1927725100085e-06,-0.00496297954505655,-0.00182736492032738,-0.000916243481497023,-0.000649320746489011,-0.000449414823517614,-0.000343141757899201,-0.000279580935037164,-0.000200815904075702,-0.000148933085288649,-9.5809640421667e-05,-6.86232100044434e-05,7.99651693603917e-05,7.99651693603916e-05,4.68379182216358e-05,7.16075337449506e-06,2.35330362744867e-05,4.27193174767484e-05,3.53545099183931e-05,4.71540860433391e-07,1.84220737487529e-05,1.6205616839327e-05,7.29236988424246e-06,0.005742291793835,0.00196740737751859,0.000896883185857465,0.000629394448371704,0.000440592096879169,0.000329802170975528,0.000273962888929347,0.000206774766591799,0.000136000068093082,8.70278496913179e-05,7.00935732638728e-05
"327","MRO",0.00391429265415178,0.0144905174276786,0.00480766133309524,0.00659439869098214,0.0168699860114286,0.0182225808324445,0.015358823634,0.0234765442383492,0.0387626195047362,0.0444351277556876,0.0122087788331595,0.120943182370543,0.264226463939048,-8.93368678943454e-05,-8.93368678943454e-05,-0.00021592822262128,-0.000157233936025195,-9.38076309823627e-05,-0.000128699023580246,-0.00019147432335486,-0.000148427967404893,-2.27246196685143e-05,-0.000213946781931245,-0.000356592015458762,0.000968285609458333,0.000263203957889881,-3.96578097291667e-05,-4.10116857666586e-05,-7.11726398624155e-06,-5.91185974386228e-05,-0.000133363198225591,-0.000109687217318714,6.2513386151207e-06,-0.000194611818908344,-0.000342104036316944,9.02555707080606e-05,9.02555707080606e-05,3.67504790849124e-05,3.19334964374645e-05,6.38615947663516e-06,5.22736019604645e-05,0.000134968655162695,0.000120370122031887,1.57696643800182e-05,0.000187917300485493,0.000345106873064511,0.000188973360679882,0.000123161500698668,2.02975140896088e-05,2.10853876493522e-05,1.70546265220269e-06,4.57790105149499e-05,0.000127745152117774,0.000115646079834812,1.91843558106876e-05,0.000185830028177995,0.000343574399576373
"328","MRVL",-0.000102922472098214,0.00248626725238094,0.00110940460083333,0.00353405874669643,0.00654194776386905,0.0114949962526389,0.015734805125,0.0182593022942222,0.0211113070499861,0.0293275819484375,0.0295727435173661,0.0371389634764762,0.0317747377436212,-0.000121232707293155,-0.000121232707293155,-0.000110747837266121,-0.000127449656315792,-0.000129817439320477,-0.00012080411030474,-0.000116561700670793,-0.000107804045496468,-8.1303194491683e-05,-6.80838865604651e-05,-4.36680276927663e-05,0.000137686265154761,-3.49263831438495e-05,-6.75946751914684e-05,-9.89970219808566e-05,-0.000108594572726386,-0.000103769967380535,-0.000102335383503325,-9.83198340514891e-05,-7.42095240136579e-05,-6.33504501354575e-05,-4.01211924537538e-05,5.83597313092512e-05,5.83597313092512e-05,6.84299062702463e-05,2.14921672806232e-06,4.23959678147496e-05,4.43786886849577e-05,6.00560324786284e-05,7.97462001234612e-05,4.28089104431505e-05,4.20544051147133e-05,3.21828852985153e-05,0.00064162598362369,0.000174968840335062,4.82343795519105e-05,7.90707238635503e-05,9.97718460879415e-05,9.04303804568617e-05,9.67173373955074e-05,0.000104278696567586,6.1276506818091e-05,5.45686594051084e-05,4.15915557131831e-05
"329","MS",0.000445117714702388,0.00216932649761904,0.00194911491940477,0.00495710932880952,0.00803522416125,0.0100835974026667,0.00933836774764881,0.012165139941373,0.016684394007125,0.0277593228025209,0.0272513725084326,0.0313212041717301,0.0218386043023314,-0.000150399720470238,-0.000150399720470238,-0.000126501774109127,-0.000105917359208399,-7.28954920733313e-05,-7.71054093859909e-05,-8.92267928155089e-05,-0.000100052033288712,-7.34417939554252e-05,-5.64462275265588e-05,-2.93061460104507e-05,2.20211578214278e-05,-9.29260943730159e-05,-9.7764961060516e-05,-8.69700099455784e-05,-5.87626331969653e-05,-6.57619305510129e-05,-7.97531181840987e-05,-9.37362502011055e-05,-6.87179342762015e-05,-5.32941090934388e-05,-2.69442161708388e-05,2.91927181321682e-05,2.91927181321682e-05,5.26759694272404e-05,1.93830803793313e-05,1.45259794323963e-05,6.7998776620898e-07,3.27211246233442e-05,7.19941879157058e-05,3.49475099068927e-05,3.04167460808071e-05,1.78210036161997e-05,0.000757291090957023,0.000232968551564229,7.84046654209581e-05,6.70437118282721e-05,4.9939906558521e-05,5.242234362734e-05,7.4135072076281e-05,9.96951127172026e-05,5.57849170806346e-05,4.45123183630897e-05,2.84145794302682e-05
"330","MSFT",0.000532867810937501,0.00142174622333334,0.00136396219365079,0.00302615095907738,0.0050676007614881,0.00675446741666666,0.00829967606914287,0.00962576598342856,0.0106221345533333,0.0134409310546875,0.0145513111541518,0.0176718698501983,0.0210319270721726,-8.31094382713294e-05,-8.31094382713294e-05,-7.55788825091766e-05,-6.83692264365841e-05,-6.36623627721751e-05,-5.98216985032307e-05,-5.54355315516255e-05,-4.72822829441393e-05,-3.8406694090998e-05,-3.13327276768936e-05,-2.80809030975824e-05,5.77840296825405e-06,-5.34801578581349e-05,-6.07642423025794e-05,-5.86013317948717e-05,-5.63764741459798e-05,-5.39738142111528e-05,-5.05515842307692e-05,-4.40263180635684e-05,-3.59714107693656e-05,-2.970772143851e-05,-2.68632614367662e-05,9.64830003310766e-05,9.64830003310766e-05,0.000103598861027191,5.6931213151146e-05,2.37591087335524e-05,1.66037231165512e-05,1.07013664053916e-06,1.92244375711328e-05,8.75899575345198e-08,5.30324623114185e-06,1.65957607033314e-05,0.000773533845810197,0.000193522615049348,4.14039466630215e-05,3.86750336775654e-05,4.75537475075355e-05,4.06342272874799e-05,4.49335381229515e-05,4.99851805796655e-05,2.30383935737986e-05,2.09259307081609e-05,2.83336246961955e-05
"331","MT",0.00220401602208334,0.015686410285,0.0048351341758631,0.0100973704834226,0.0153380383318452,0.0166978935120834,0.0138118119230655,0.0171777360330159,0.020848616254375,0.0304125085693542,0.01490316462,0.0101074259208544,-0.00180761666642864,-0.000263111815377976,-0.000263111815377976,-0.000218900371829365,-0.000159273379010989,-9.51458680408371e-05,-9.85113158613983e-05,-0.000102442858419185,-0.000103327811528465,-3.47921879394977e-05,-1.44486469812999e-05,5.49538724453695e-06,0.00108512761091369,0.000186301326719246,5.80619921924629e-06,-1.11152002976193e-05,1.53655603437258e-05,-9.81135360536761e-06,-2.83637690625e-05,-5.39417519573413e-05,2.14587853424662e-06,1.01992401538311e-05,2.39644204814091e-05,8.351937677557e-05,8.351937677557e-05,3.97226282929976e-05,3.39729394232591e-05,7.72439653510949e-06,2.20858942416164e-05,4.59371902270203e-05,7.52699661554581e-05,3.70209610903483e-06,1.15808344644519e-05,1.69805296387879e-05,0.00030581536213524,4.62588695280335e-05,2.51664948588042e-05,8.81109781968705e-06,2.41882869821701e-05,3.5282333183053e-06,2.27457229546823e-05,5.99006144734384e-05,1.50788957298136e-05,1.89810308841802e-05,2.24940572219798e-05
"332","MTCH",-0.0012334602042857,0.0192454936652381,0.00261803964571429,0.0103210393457143,0.0157824660147619,0.0153887226422222,0.0157217212858334,0.019106395225873,0.0223479443777778,0.0299014315600002,0.0252059478044395,0.0287837687651042,0.0215912812039682,-0.000385149984999999,-0.000385149984999999,-0.00028359877031746,-0.000182661349961626,-0.000138976897459993,-0.000133814838356307,-0.000129568157044305,-0.000114047222579802,-7.243673427048e-05,-5.48761041487933e-05,-3.12667690524027e-05,0.00166274540195238,0.000297481810650794,5.77171275079364e-05,4.23820991540202e-05,2.88833801590549e-05,9.15121311612595e-07,-1.70464324864819e-05,-3.90327395412532e-05,-1.63300113402778e-05,-1.7437431626812e-05,-3.21340758730159e-06,0.000205557546397593,0.000205557546397593,0.000104421026781093,5.73609103738956e-05,5.15554259542649e-05,5.73894167365251e-05,7.30624888521403e-05,8.59893772067954e-05,3.39424502219475e-05,2.88466227030415e-05,1.97816266581517e-05,0.000883433153173928,0.000157439353459581,7.70774231474943e-05,6.23083972713265e-05,3.77061067974991e-05,1.42547082352855e-05,1.14283863786642e-05,4.49916020573503e-05,3.3969941447109e-06,8.65564089646285e-06,4.68377084673092e-06
"333","MU",0.00124529162883928,-0.00293516066380953,0.00219097691213294,0.00408234747872024,0.00729392068791667,0.0105359025879791,0.00626198728933335,0.00763610135940476,0.0102876983155556,0.0175379992840001,0.0232781589341518,0.0274321419632898,0.0185666053336507,-9.45685283293652e-05,-9.45685283293652e-05,-0.000100810484317956,-0.000102094625924614,-4.11204562335579e-05,-4.20448008589834e-05,-4.96835532237158e-05,-5.96802478211017e-05,-6.03640200145548e-05,-4.78735837924142e-05,-2.37278269928923e-05,-0.000512613757594246,-0.000233916938084326,-0.000170484689195437,-0.000148033662107568,-7.53864586323186e-05,-6.9547776468515e-05,-7.26530713151928e-05,-7.49932598820864e-05,-7.18173139670173e-05,-5.55160925541122e-05,-2.94544739691235e-05,8.50239102730408e-05,8.50239102730407e-05,7.83672592184109e-05,2.32058136631165e-05,4.63010152721697e-05,3.43806207607985e-05,6.82211496844881e-06,3.16224024480953e-05,2.18697359660223e-05,2.18441023466624e-05,1.22426845986413e-05,0.0012919260063727,0.000373959395275538,0.000151124393555879,0.000128107363990261,6.65637319938744e-05,5.62081895448421e-05,6.70350252073751e-05,8.09521223981835e-05,5.88842967714503e-05,4.67343018237631e-05,3.09248372285529e-05
"334","MXEA",0.000465657440788689,0.00141150384875,0.00104732533555555,0.00221066112508928,0.00308008132291667,0.00420317469334028,0.00445191343205357,0.00477959121523809,0.00494089725711111,0.0061881165734375,NA,NA,NA,-5.81667894766865e-05,-5.81667894766865e-05,-4.35737313687996e-05,-4.10716181599076e-05,-3.26742294365974e-05,-2.83811432529566e-05,-2.45892297600133e-05,-2.09613887642814e-05,NA,NA,NA,3.64178513194442e-05,-2.66385758779763e-05,-2.78096245694445e-05,-3.06777015889042e-05,-2.49213900270785e-05,-2.2158469516369e-05,-1.93922714745116e-05,-1.74967499072803e-05,NA,NA,NA,0.000121425649125719,0.000121425649125719,0.000135604012167568,8.42288214278226e-05,5.47472420691302e-05,4.80442783668253e-05,3.19164384321513e-05,7.0964566087251e-06,NA,NA,NA,0.000742894397459006,0.000166681033069189,8.44932892988664e-06,1.07514034715979e-05,1.60986633886343e-05,8.81888259269611e-06,1.37742253666939e-05,2.34556124233774e-05,NA,NA,NA
"335","MXEF",3.46131634523807e-05,0.00170125262565477,0.000285765391815476,0.000788069848541666,0.00161437414767857,0.00221912924819445,0.00193092986315874,0.00197942016165081,0.00204294417112502,0.00367374630052084,NA,NA,NA,-2.51152228363095e-05,-2.51152228363095e-05,-2.63293497371031e-05,-2.40056712609019e-05,-1.55435795057899e-05,-1.27947828828844e-05,-1.10347857564431e-05,-1.33301580112398e-05,NA,NA,NA,0.000141548723383929,3.043942590377e-05,1.44797463293668e-06,-5.69095189604048e-06,-1.88260030740963e-06,-1.8300495789213e-06,-1.87742607401237e-06,-7.22525155628598e-06,NA,NA,NA,0.000154477215766096,0.000154477215766096,0.000152848393799264,0.000101294768326828,7.18778919999377e-05,6.36306387368975e-05,4.54708824357216e-05,1.47276873617667e-05,NA,NA,NA,0.000637763525394522,0.000109603031287443,2.08082702724946e-05,1.42353462212658e-05,6.94012633103461e-06,1.15095373447516e-05,3.74062003380532e-06,1.31841140723831e-05,NA,NA,NA
"336","MYL",0.00396763359769345,0.0155799161409524,0.00402131186527778,0.00412866840044644,0.00712698684476189,0.00894629231609031,0.00582788599079367,0.006133150423873,0.00730934960184725,0.00644004159797923,0.00758151053404246,0.00894659591421438,0.0063038133829859,-5.36782675843303e-06,-5.36782675843294e-06,-5.26558874511406e-05,-5.47105353669985e-05,-1.52479704352477e-05,-1.42468212248655e-05,-1.83610769459e-05,-9.05643956148636e-06,-9.90103270232606e-06,-9.10230770844777e-06,-3.20024628122254e-06,0.00115586042756746,0.000381708258016866,0.000140882154936509,7.28969651083747e-05,7.99346733619568e-05,6.21497744544698e-05,4.54426732917866e-05,3.34793939303047e-05,2.19134400189314e-05,1.21267280196308e-05,1.27069900794062e-05,0.000174224611843973,0.000174224611843973,0.000126521856085227,7.05899042207317e-05,7.21735010704798e-05,6.21786003949164e-05,3.81445912462646e-05,1.90014058115201e-05,2.85932513462065e-05,1.6927173737304e-05,8.28489611302843e-06,0.000376548178789012,0.000241665800825653,0.000160242450576067,9.2823263225681e-05,8.87574000004011e-05,7.54893613781427e-05,5.10607193996043e-05,2.75205314142076e-05,3.48464572144983e-05,2.09085187499799e-05,1.12366268199768e-05
"337","NAV",-0.00487084223543155,-0.00417539503767857,-0.0044141579450496,-0.00350078936428572,0.00422141298410714,0.0122532921875,0.00496533489073016,0.00266938370733333,0.00283991165683334,-0.00207242333322916,NA,NA,NA,-4.56684290381942e-05,-4.56684290381943e-05,-0.000151537586992311,-0.000188177301350896,-8.06244026734566e-05,-4.96067496234532e-05,-4.2366779627829e-05,-1.0250618689386e-05,NA,NA,NA,2.38762907371035e-05,-2.24868557797617e-05,-0.000139946800363095,-0.000180535024452512,-7.49240158066289e-05,-4.50314391119204e-05,-3.85456411786369e-05,-7.70319305659125e-06,NA,NA,NA,0.000133924009564212,0.000133924009564212,2.76401565440559e-05,6.2876861763166e-05,6.79706883227096e-06,2.68186719963288e-05,1.41388885643356e-05,1.78072266836204e-05,NA,NA,NA,0.000755435958041347,0.000162529312970975,0.000120586504723537,0.000160608726335205,6.61012891681847e-05,3.16918521882475e-05,3.29275950708192e-05,1.36620555726884e-05,NA,NA,NA
"338","NBEVQ",-0.00162712029257445,-0.00712202517857143,0.00569842213685516,0.0203495069957144,0.0459412705942857,0.0683636529516597,0.0893000970022639,0.101603923094571,0.112211199060459,0.1602458550485,0.0659540956016674,0.029924668875041,0.166494862161459,-0.00073255424294296,-0.00073255424294296,-0.000792806514781002,-0.000769129376310265,-0.000745305059793757,-0.000679151601231222,-0.000625485271170511,-0.000592941301615658,-0.000185154016148608,-5.76815158457321e-05,-0.00023030408555347,-0.00128204473154266,-0.00091571773914286,-0.000884388262880952,-0.000829512946486056,-0.000790345263777339,-0.000715302291270676,-0.000655677056258406,-0.000613069158340922,-0.000200208550082846,-6.77270458018509e-05,-0.00023783135252059,0.000552961804340554,0.000552961804340554,0.000613628771244635,0.000643828936722535,0.000657883588288029,0.000602726179611441,0.000568979602978346,0.000564883456242652,0.000146659732100075,3.16520343999803e-05,0.000218818943159219,0.00206135698032111,0.00105576019633407,0.000865027967241394,0.00080958664836875,0.000781522537138894,0.000701962704347003,0.000650059010150589,0.000619028020857019,0.000187275532887279,5.89452550715018e-05,0.000239301715780019
"339","NCLH",0.00791081240744046,-0.00531387281767859,0.0100191929166667,0.0142359539351191,0.0333997147176786,0.0387996873589723,0.0281784148398591,0.0303450561377777,0.0295959391000001,0.037108566144,0.0413928280141466,0.0407351540950509,-0.0019492601712691,-0.00021083805092262,-0.00021083805092262,-0.000424815038503969,-0.000339438186280569,-0.000166127888790317,-0.000147593708752218,-0.000119149047761316,-0.000106951478888496,-9.17315496074142e-05,-6.00079372716826e-05,1.35069487379583e-05,-0.00153330657343452,-0.000651660891759921,-0.000645226458922619,-0.000484764397545614,-0.000274526948012604,-0.000234598216812212,-0.000191812153393839,-0.000155393549310178,-0.000127963563922809,-8.41846927106571e-05,-4.60905841973902e-06,3.12456123202138e-05,3.12456123202136e-05,0.000245637294967601,0.000214137746692839,7.87064172845893e-05,7.11682871324365e-05,6.26433795691518e-05,7.88936335154899e-05,5.32372655588817e-05,3.39784558259308e-05,2.49920911322093e-05,0.00231261882221298,0.000791703348951134,0.000625866163283062,0.000464838099428307,0.00026570422137416,0.000221258629888539,0.000186194107286021,0.000161352411826275,0.000115030546727242,7.5402901980308e-05,6.07942167916834e-06
"340","NDX",0.00113612124215774,0.00179385510386905,0.00179104111770833,0.00310088086880952,0.00463311530666666,0.00521737773122222,0.00650321896312699,0.00796953781225395,0.00870840644699999,0.00863181972656252,0.00936119085400797,0.01100118636887,0.013007521614018,-6.54919875550595e-05,-6.54919875550595e-05,-5.8283234408482e-05,-4.4848972407302e-05,-4.39926042702397e-05,-4.49566879611593e-05,-4.16059626639684e-05,-2.74567710051457e-05,-2.25344372927404e-05,-1.80348539793643e-05,-1.62621922902195e-05,2.81398616071011e-07,-4.3567525498016e-05,-4.73210033799603e-05,-3.76211277731119e-05,-3.86013431086717e-05,-4.06294915025323e-05,-3.79920403468733e-05,-2.50474894604157e-05,-2.07324267127094e-05,-1.68324154753217e-05,-1.5361187000204e-05,0.000114100451047347,0.000114100451047346,0.000120894509127885,8.04514671804281e-05,4.34288672354878e-05,3.14687336586226e-05,1.48997055281962e-05,6.01074367860743e-07,1.59598467557922e-05,7.99462746638744e-06,4.77704989596852e-06,0.00077903085016238,0.000183609982689229,2.79607077404024e-05,1.76948296558056e-05,2.97786164702274e-05,2.72899045788594e-05,3.23739942390557e-05,3.10063519765128e-05,7.79940951714245e-06,8.05062474497264e-06,1.68315502596333e-05
"341","NEM",0.00119619985125,0.00233587431672619,0.00232095734945436,0.0045704723458631,0.00713029271375,0.00777459992472222,0.008856687245498,0.0104262499565714,0.0110369072007639,0.0128735441141666,0.00648342907984131,0.0117367838224772,0.0221728481603175,-0.000112475749820437,-0.000112475749820437,-9.89015477083334e-05,-7.2290110697497e-05,-6.27908802807214e-05,-6.07240138507988e-05,-5.40698206017248e-05,-4.27741548092184e-05,-1.44855595303872e-05,-1.9269806163121e-05,-2.87351346699554e-05,1.49169672718314e-06,-7.448660097123e-05,-7.99069732837301e-05,-5.97662154724838e-05,-5.34492863014083e-05,-5.32261555252975e-05,-4.78078729892182e-05,-3.85995230675474e-05,-1.1363163734562e-05,-1.71863062262358e-05,-2.71739367720428e-05,6.71166887819693e-05,6.71166887819693e-05,8.02761958280339e-05,5.30103288902332e-05,2.46305912250062e-05,1.57014077689831e-05,2.43584759043987e-06,1.4716309436212e-05,2.40087245181453e-05,6.75967528263075e-06,1.72499922757045e-05,0.000777820552051268,0.000214529058162443,6.05466776441722e-05,3.98399173551775e-05,4.4626559662964e-05,3.98865686016246e-05,4.21898268814005e-05,4.45583855836445e-05,1.56985346100497e-06,8.40451549588674e-06,2.86443000314722e-05
"342","NET",0.000737998506696422,0.0131975193647024,0.00289813131810516,0.00721839694092262,0.0138362178433333,0.0191133966305208,0.0217483968501905,0.0217698591277857,0.023514120058,0.0298530923250626,0.0194735318097223,0.0210519804300714,0.0238959416666664,-0.000216013281140873,-0.000216013281140873,-0.000218303655610615,-0.000201927451910158,-0.000172216379864706,-0.000138367504086114,-0.000125143525007162,-0.000106648695305371,-5.13302282274682e-05,-3.7137078470521e-05,-3.17232098081781e-05,0.00102993880465972,0.000199304080792658,-1.06449746438496e-05,-6.50096402837193e-05,-7.0089159717116e-05,-5.63969721255485e-05,-5.66846191939429e-05,-6.10094247632242e-05,-1.71945546438903e-05,-1.43591609970183e-05,-1.46553730163891e-05,3.64208425384673e-05,3.64208425384673e-05,3.9125912074248e-05,7.66270123224281e-05,8.47949083589782e-05,6.1942082466332e-05,6.86378568149977e-05,7.8590849932364e-05,1.28359441789357e-05,1.11075970247692e-05,2.02380674139271e-05,0.00025062655588127,5.92616236014452e-05,8.71532099570833e-06,4.50833421664129e-05,6.12664330786718e-05,4.30573852018756e-05,5.10665730861252e-05,6.69682872793213e-05,4.26153744832334e-06,5.57737026666923e-06,1.61257362758185e-05
